561684486380068865,2178852661
561684441526194176,None
561684356365053954,2396996768
561906401543737344,2899533142
561908226073960448,253882708
561908168599826432,131752870
561880454333485058,None
561677051149570048,None
561676912720756738,2852410806
561680547102347265,None
561685740913197057,558274795
561689867248480257,707011695
561689867248480257,635068206
561690131481239553,None
561689020418519043,None
561676468540166144,16747981
561676497908674560,2326307724
561676411094990848,None
561678332065218562,831278341
571758042812833794,None
568520930185490434,None
570971070519500800,2208258674
570796724832342016,2939858727
561675725313687552,None
561675962711306241,1755319549
561675962711306241,219035324
561675962711306241,227260099
561675962711306241,237980729
561681254253592578,None
561680994017607681,None
561677152639127552,None
561677324174000128,2218886514
561677698335268864,None
561676574660263936,None
561681081439887360,104251572
561681490829119491,432983617
561703326635814912,517802571
561703388841541633,None
561694545982009344,None
561693428627824641,100731315
561691809512837122,None
561693838436470784,None
561705894959120386,299830941
561705794719076352,52133219
561705777493446656,704369017
561701728333361152,None
561702164939440128,None
561702101194395648,None
561702058852900864,None
561701972420870144,432983617
561701486724669440,None
561691348269826048,None
561691216161808384,None
561691526942961664,None
561691550452039681,None
561691874642362370,None
561691894775025665,None
561683123231260672,131752870
561681497925484544,None
561680730380828672,None
561682528499924992,609080726
561682478587723777,None
561682366583033856,None
561697514752327680,None
561696448539275264,1130356441
561675785468407809,None
561696794565165056,None
561699781769433088,None
561699809438863362,2852410806
561699810261352448,272055657
561683062413467648,None
561682916884111360,None
561682858579075073,2476216538
561682858579075073,2314186890
561682879978434562,None
561683340072599552,None
561686818836717568,None
561686738306105344,518210902
561686771453685761,None
561686670349959170,None
561687120838791169,None
561687031508520960,None
561686874616778752,None
561692536302235648,479803852
561692819610275840,None
561693122460385281,None
561690443985874944,None
561691068102868993,2849452954
561691911560232960,None
561699183631925248,None
561699188699037696,None
561699136257658881,None
561699024261369856,None
561698973938114561,403246803
561699324137316352,2346480625
561699336745410560,403246803
561693614464835584,701423664
561688761231478784,5631612
561688734396350464,161374448
561700280476401665,215537170
561683596759826433,None
561683416421502976,None
561683437825064961,424405924
561697341913440256,None
570332322383273986,None
571346748859424771,None
561692257171308544,None
561697063407464448,None
561931454993932289,2664225541
561929284403855360,None
561929704257884160,77550851
561927145308844032,355795737
561918424931385344,119829799
561918693798846464,None
561919064172662784,None
561917941768544258,None
561918328478785536,25363826
561918357851897858,364816947
561909179716481024,None
561949040011931649,280614741
561948991777038336,518536965
561947869805285377,57824414
561918920282476545,None
561926796778565632,1263277537
561927577351503873,None
561928188889022465,15012486
561928151123914752,2472345802
561944383084568576,771083455
561944743782146049,118561747
561944676240867328,2490431240
561946885380796416,None
561946846797778945,None
561946095174299649,None
561946092259278850,None
561937216037875712,1499808391
561937216037875712,1357963177
561918113298411521,292538365
561916909554524162,None
561935997634899968,558167779
561945877494132737,181739784
561945830551465984,59905975
561946316641955841,None
561886194422673408,None
561926298088771584,None
561947091774484480,430426403
561937425904455681,None
561947460437045249,None
561947417650954241,None
561947380342607874,None
561927313500405760,None
561930935315488770,77550851
561920975512817664,None
561921394108530689,None
561924637139795968,153576736
561924476926197761,834702151
561924745755910145,25363826
561876534005227520,None
561951937441300482,None
561942350780723200,None
561943657477988353,833825066
561944036639244288,430426403
561890151203606528,1300297094
561941608556269568,106525027
561941570367549440,None
561922969472360450,119829799
561922969472360450,52394683
561922969472360450,28906550
561923320543993857,None
561920189894516738,704339296
561920592979312640,25363826
561951727709327360,359530857
561951727709327360,904982148
561951727709327360,319603324
561951727709327360,1666142936
561951687041363968,518536965
561942227631341569,950142270
561920887067529216,None
561942193662087168,131752870
561942527935512576,None
561942507798659072,None
561942426034921473,947830718
561922321876025346,2355274560
561920718808817665,277670594
561920718808817665,1206227136
561920718808817665,705147457
561920718808817665,29255357
561930811994537984,None
561931150059655168,1130356441
561930159369232385,20079982
561930159369232385,45831321
561930159369232385,20321785
561935455482949634,1130356441
561925909251649537,553287784
561925325014433793,512796158
561925325014433793,475458733
561925325014433793,299164202
561925325014433793,603836065
561925247411425280,16469040
561925055433940995,1708435386
561925055433940995,295939418
561950188429127682,108155579
561950193445519360,None
561950591057162240,None
561940263032352768,69200422
561940214344859650,349382899
561940166978596864,None
561940066281717760,None
561940442967973888,2929636487
561943420693143552,30811947
561943420693143552,21178973
561943510665134081,2308462091
561917376158265345,1688168791
561874511864561664,None
561874542457790464,None
561874041603383296,49141136
561740730327388161,902171648
561742718825922560,1130356441
567789825311637505,384279507
571740607594536960,None
561895174260146177,119829799
561895174260146177,28906550
563910712494288896,None
569207931675283456,None
569999374832373760,None
571724896184639488,103422957
571724896184639488,185429557
570964695751852032,None
569950501334323200,20562637
569156103583322113,None
561734117566717953,2288579468
561734060117356544,2676557231
561734060117356544,139539038
561734081080074240,2676557231
561734081080074240,139539038
561734035807150081,2676557231
561734035807150081,139539038
561734948793511937,None
561885688417644546,27930074
561885712719806464,10228272
561885712719806464,965130048
563863416721649665,2411572477
570409518091280386,None
561677876593180674,137099011
570959221392588801,None
570980920485765122,None
567564082081849344,None
571473983503273984,1289658361
571473983503273984,2762967718
561731383727357952,2901299364
561731371136483328,207709212
561696428394045440,None
561696401139453953,None
561695867619401729,487068856
561695720848502785,None
561700026695839746,None
561700737621983232,None
561700736380456960,None
561701202346647554,2362929361
561701024511971329,None
561701001468448768,403246803
561701360471523328,339410335
561690537502056448,None
570323434045095936,2939858727
570842323694673920,None
564983673615704064,None
567345438140166144,None
569702481216671744,None
570543878031298563,2981434318
571489972676526080,1023096199
571489972676526080,291339227
568727988923019264,None
561705155494952961,2233674248
561705077912924160,816100033
570728663018299393,None
568245056534151169,None
561703692114866177,None
561703609075646465,None
561703626658562048,1959268844
561701843718246401,None
561700623112876032,2854924693
561701381476581377,2852410806
561700572789628928,None
561692631705862144,47826921
561928305046487040,None
561928910284148736,760285218
561928910284148736,20164974
561928910284148736,332426138
561928910284148736,108185137
561928910284148736,1519896961
561928910284148736,253828393
561933100406808576,None
561933479970357248,None
561933481668661250,28221296
561933481668661250,236711681
561933370100547585,209003577
561933321866059777,None
561933531556089856,254433349
561910956109086721,None
561914860225974272,None
561916571065782272,302647517
561916571065782272,119829799
561916481294721024,19217369
561907640243326976,None
561916848321880064,1292362992
561945816684703744,None
561680034986201090,None
561943404293390338,None
561946073821106179,2833631352
561945987397476352,None
561936228925571072,None
561936124931616768,1130356441
561932072382898177,61083773
561932487631179776,None
561932342889959427,None
561932701524303872,None
561934280239357953,None
561934710184873984,None
561934589799968769,430426403
561935666876256258,1130356441
561935573364260865,106525027
561935914356580352,1130356441
561934881291505665,77550851
561934753385811968,None
561934762177490944,77550851
561935465989685249,1130356441
561930920631226368,77550851
561928955167801344,280614741
561928773151367171,2966811887
561928714011680768,None
561928968589160450,92102036
561928968589160450,92123565
561931553551699968,None
561925162615189504,None
561915937306451968,None
561916371009667072,None
561916076120760322,None
561915208340627458,243875613
561915624411385856,2788784622
561915624411385856,47405998
561677216405520384,124083358
561698278526312449,None
561698232385150978,None
561698687022542849,1934515326
561675762663964674,862080234
561675770637332480,None
561679997623349248,None
561913831774248960,None
561915984705880066,1130356441
561940794429677569,106837463
561940794429677569,434717685
561938275741364225,1130356441
561951348967501824,None
561951139273658368,472422812
561953980486782977,1463275224
561953928066371584,430426403
561923197642481664,2833631352
561936633688502274,None
561936643331227650,None
561952606449569793,None
561951013842980864,None
561951035653365760,25363826
561950909006368768,None
561932933867778048,None
561932868436639746,2501068415
561932868436639746,2927266650
561932868436639746,2845586564
561932868436639746,2715101525
561932868436639746,2775562693
561950658589249536,131752870
561949226255806464,None
561949112980221952,None
561949126821416960,2232448621
561804594645569537,None
561934206000201728,None
561934242918453248,372572536
561934242918453248,369914465
561934167428968450,None
561922460728438786,None
561950418276999168,None
561949350809862144,26424329
561944110589026308,None
561694253248573442,None
561694632841867264,2218886514
561694642467389440,131752870
561694432354131968,None
561685531625402368,None
561688026808856577,105119490
561704308677541888,None
561687248346046464,170522479
561687285650165760,1117662062
561686910276747265,856593943
561686926223486976,None
561688302764314624,323911083
561680659522281473,None
561678210883407873,None
561678157590183938,137099011
561678510742581248,None
561905868040462336,None
561904670571237377,None
561846770523971584,301572728
561846770523971584,2564162004
561884105881554946,1089278678
561884105881554946,2892599342
561883548483735554,None
561876555321057280,56712933
561876746145136640,83669132
561878327816773634,103510804
561754142449082369,None
561744399919771648,None
561724828890062848,None
561724747088932865,18769229
561724747088932865,635871645
561724747088932865,794254158
561725678220242944,None
561904855955296256,None
561905555997220864,16401934
561905555997220864,289455886
561888728873185281,1130356441
561888986806095872,27930074
561886359510863873,None
561891072214061056,None
561889352973045760,None
561901409914716162,None
561904106839621632,45786304
561889209108004865,None
561889540865294336,200964054
561889842033070080,993276961
561715132393586689,None
561708906452639746,None
561708836835569664,900318463
561709398867705856,425291604
561709795645079552,2211343195
561709795645079552,18450106
561709795645079552,31534060
561709795645079552,30329599
561710199551971328,1401220518
561709978403094529,None
561709850548502528,None
561710522509574144,239430359
561710522509574144,700010436
561710489814970369,2229054758
561710425621143552,None
561710330410061824,377666520
561710330410061824,1095906962
561710346805579777,559183946
561714019724427264,35084731
561821390131580928,None
561821690058272770,None
561852912432054272,None
561852810502082560,580724943
561852627634626560,270901752
561853846922592256,None
561844040225001473,None
561760863942893568,None
561861132030595072,2749305929
561840116436836352,346793336
561840116436836352,2480693095
561840053522300929,2798801104
561835013235556352,None
561827917328814080,626950717
561825349990748161,None
561825329439072257,None
561825331116793856,2809761619
561850067448246275,378903570
561712583615709185,None
561712585293430784,435525090
561714778478247936,228913739
561714608185278465,184375048
561909989770821632,631655887
561909989770821632,270247086
561909143603126273,270247086
561909974251872256,181561712
561912192652804096,1354994761
561895309610323968,None
561911526165319681,None
561911472050413568,1323260832
561911472050413568,312253619
561900698947043328,114430885
561900865087619072,355815138
561901109598748672,104249727
561902804089200640,586482662
561902804089200640,558236714
561899427288612864,None
561899761117450240,None
561901680045064193,None
561902960138285056,41256872
561902960138285056,120316770
561902960138285056,9075022
561891149829644289,309057901
561890850339586048,495074577
561715389181468672,None
561894052258271232,2445160944
561879834419159040,None
561913598965207040,2587970218
561913516370972672,None
561899837457969152,None
561901842339495937,None
561902497074515968,None
561902756282499072,1117957238
561896787779543040,None
561897152281346048,10228272
561897152281346048,965130048
561743209983127553,1130356441
561758726831751169,2213128201
561758726831751169,48891424
561759091291607040,1375763125
561758867353501697,2400866161
561753005528068096,2353828890
561735343183912960,None
561733397828349954,None
561743354266796033,2676557231
561743354266796033,139539038
561743704914808832,2899533142
561733983788990464,None
561734184293900288,2676557231
561734184293900288,139539038
561732314879647744,443183330
561750397782478850,2833631352
561739572707463170,None
561740704334884866,None
561758203776479232,33219902
561758218062663680,347338318
561750581073551360,16548023
561750852005019648,None
561752332623695874,None
561752340160839682,542650292
561741501253042176,None
561726228097290240,1130356441
561726155556798464,None
561726522114179072,1707975626
561726754923245569,None
561723672101416961,None
561708282340188162,2719516977
561708278980562945,None
561706295523561472,1130356441
561706295523561472,409231013
561706622649905152,382402366
561706652035203072,None
561706565636726786,None
561707780718215168,None
561702284074029056,None
561695341108822016,91957553
561702709384847360,None
561706142435639297,None
561706078652866560,None
561707442644742144,None
561750166269874177,403245020
561750055950888961,None
561878751043420160,None
561879798763753472,None
561872729671221248,10228272
561872729671221248,388733606
561872257891717121,None
561881218971496448,None
561881640067031040,1130356441
561715905898754048,933815156
561715517111943168,2432076702
561872276266557441,None
561872293904003072,155635152
561872293904003072,1613601134
561872293904003072,1733467884
561871633368248320,1613601134
561871633368248320,1733467884
561875073460871169,1732721197
561875086890647552,None
561879654056099840,1130356441
561890455223549952,403255314
561890351615856641,None
561890364618203136,96948912
